original_text,original_summary,predicted_summary,rouge_scores,cosine_similarity,bert_score,myevaluation_scores,cs_PS_OT,cs_PS_OS,keyword_overlap
nothing beats warm bowl quaker maple brown sugar instant oatmeal breakfast whether mix milk water easy make provides nutrition need start day,delicious comfort food, good for you,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.3055231,0.844254732131958,0.7812158799171448,0.21920853853225708,0.305523157119751,0.0
loved taste smell everything better used make years ago best delivery second party shipper ever received many thanks buy applesauce disappointed,great taste good for you, great product,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.4679595,0.8424365520477295,0.7984500509313004,0.37797343730926514,0.46795934438705444,0.249999999375
love flavors chocolate absolute favorite anyone loves water love metromint doubt really helps chocolate cravings kick,the best, love this coffee,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.18315883,0.8574097752571106,0.7844899126887321,0.4280714690685272,0.1831587851047516,0.0
dark chocolate candy covers center blueberry acai peanut butter prominent tasty wish chocolate covering dense gets hands hot weather,dark chocolate balls, chocolate,"{'rouge1': Score(precision=1.0, recall=0.3333333333333333, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.3333333333333333, fmeasure=0.5)}",0.725681,0.8415753245353699,0.8182154833937144,0.7207374572753906,0.7256813049316406,0.3333333322222222
like stews need work frying cut suggestions always wind throwing fresh potatoes use fast enough tips,when you need them, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.31273305,0.8540752530097961,0.7905590415000916,0.15065890550613403,0.3127330541610718,0.0
looking popcorn taste like movie theater popcorn buy product nothing bad product,taste just like movie theater, not the best popcorn,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.35639882,0.8361760973930359,0.7775064051151276,0.7188979387283325,0.3563988208770752,0.0
taking flaxseed stuff best rich fiber omega fats good thing put top hot meals give best dietary fiber buy robust nutty flavor taste great especially put cereal try like,nothing beats it for fiber, best tasting,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.1913145,0.8261225819587708,0.7569023400545121,0.4309186339378357,0.19131451845169067,0.0
love delicious mangoes subscription option ship correct times received two shipments week one shipments supposed april notified shipped charged card,subscription does not work well, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.05216393,0.8647336959838867,0.7819118013978005,0.13245832920074463,0.052163928747177124,0.0
like keep stock coconut milk pantry make curries one worked well us happy back prime shipping,coconut milk regular, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.06957345,0.847133219242096,0.7672900407016278,0.182199627161026,0.06957347691059113,0.0
pasta great potato added usual gf mix tastes like real pasta,great gf pasta, great pasta,"{'rouge1': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8)}",0.86797285,0.931283712387085,0.9189134573269797,0.7602769136428833,0.8679730892181396,0.6666666644444444
tried opposed thought equal boldness flavor good boldness looking,rainforest blend, not good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.08171898,0.8506667017936707,0.7713203576952219,0.35290807485580444,0.08171894401311874,0.0
really enjoy low calorie chips good flavor good crunch crisp wondering ordering case chips one could order favorites whole flavors say flavors desired great product stop manufacturing,yummy, great chips,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.2878297,0.8352971076965332,0.7719154840707779,0.6693253517150879,0.28782981634140015,0.0
got fast grew quickly cats love excellent choice anyone make cats happy purchasing product plus cats completely stopped chewing plants house,great product, cat grass,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.048055414,0.892975389957428,0.807041730992496,0.4517645835876465,0.04805542901158333,0.0
freshest aromatic saffron every even ups caught sniffing box tin cannot contain wonderful scent tastes good smells,highly recommended for saffron lovers, delicious,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.21321253,0.8391929268836975,0.7701985210180283,0.27260738611221313,0.21321266889572144,0.0
love fruit nut food bars larabar healthy snack unlike many fruit flavored bars actually taste dead fruit never tried cherry pie good,cherry, love these,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.25288832,0.8991972804069519,0.8269797390699387,0.2042120099067688,0.25288838148117065,0.0
gift box perfect girl list teens seniors petite delicate goody box make hit selection bought want gifts nice selection ready wrap gift bag,perfect gift, perfect gift,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",0.9999999,0.9999998807907104,0.9999998842169892,0.48282819986343384,0.9999998807907104,0.999999995
love tea refreshing especially hot summer naturally tasting clean,terrific, love this tea,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.16714907,0.8461569547653198,0.7732416971027852,0.6722474098205566,0.1671491116285324,0.0
great amount money like taste sugar free though ordering regular kind,great value did not love the taste, great taste,"{'rouge1': Score(precision=1.0, recall=0.2857142857142857, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.2857142857142857, fmeasure=0.4444444444444445)}",0.6100473,0.8781053423881531,0.8479981219393525,0.5544360876083374,0.6100473403930664,0.49999999875
needed something fill breakfast lunch job tastes great,great breakfast bar, great product,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.28910923,0.8810614943504333,0.8206929909995453,0.21507766842842102,0.2891092300415039,0.249999999375
coffee lot like green mountain nantucket blend like like generally gm product costs less sale,pretty good, good coffee,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.3077028,0.8961324095726013,0.8380583610797382,0.4076777696609497,0.3077027499675751,0.3333333322222222
bought hoping make staple family diet received noticed eden foods label says beans processed equipment wheat feel safe using beans family since gluten intolerance sensitivity,not gluten wheat free, not that great,"{'rouge1': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575)}",0.22319654,0.8284252285957336,0.7612064653635024,0.081783726811409,0.22319656610488892,0.0
time received product packages melted thrown away everything bag melted together,melted, melted,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",0.99999994,1.0,0.9999999913553498,0.6172466278076172,0.9999998807907104,0.9999999900000002
searching everywhere locally putting elated find amazon pudding mother made chocolate pies tradition continues thank much amazon,pudding, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.31216508,0.8923559784889221,0.8249719321727752,0.2827919125556946,0.3121650218963623,0.0
like format coffee always tastes fresh great recently ordered another count would recommend coffee anyone,always smells like fresh coffee, great coffee,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.72771615,0.8848035931587219,0.8522633516705149,0.7646095752716064,0.7277159690856934,0.16666666638888888
nice aroma tasty crema smooth coffee coffee shakes follow even shots espresso mornings,great coffee, good coffee,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.95039386,0.9990095496177673,0.9756361603403544,0.7189120054244995,0.950393795967102,0.3333333322222222
maybe location care honey actually smells quite bitter acidic taste better sweet aftertaste burns back throat totally different domestic honey buy better choices sure,will stick to, not the best,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.22239497,0.8678678274154663,0.7966486802697182,0.1854722946882248,0.22239479422569275,0.0
great substitute pasta calories eat want since flavor season asian italian seasoning toss cooked seasoned chicken pork ground beef,shirataki noodles, great pasta,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.68861544,0.8287250995635986,0.7940556663274765,0.6430220603942871,0.6886153817176819,0.0
drink times per day morning regular coffee taste like decaf artificial taste decaf also smells great,best decaf, great taste,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.23989253,0.8579633235931396,0.7889594775438309,0.5156250596046448,0.23989266157150269,0.0
high fiber high protein use supplement daily protein intake vegetarian highly recommended really good mixing go lean crunch,eat it every day, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.40370268,0.8370808362960815,0.781631944179535,0.40747708082199097,0.4037027359008789,0.0
ordered pasta friend gluten intolerant gluten free ate really liked looking something gluten free keep looking,great pasta not gluten free, great gluten free pasta,"{'rouge1': Score(precision=1.0, recall=0.8, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rougeL': Score(precision=0.75, recall=0.6, fmeasure=0.6666666666666665)}",0.9349126,0.9434784650802612,0.9445745062078065,0.7851603627204895,0.9349126815795898,0.9999999975
got price primarily taste great picks bit really much drink two feel jittery wish extra strength came packs price would awesome great product caffeine junkie like,great value not very strong, great coffee,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.08743031,0.8479835391044617,0.7768053081444161,0.44342806935310364,0.08743032813072205,0.249999999375
foods using hydrogenated oils come add however trans fat cookies might taste cannot worth,oil fat very bad, not good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.28741,0.8820754885673523,0.8139866369962693,0.19493310153484344,0.2874099612236023,0.0
one dog fav glad get amazon,my puppy loves these, my dog loves these,"{'rouge1': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rouge2': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rougeL': Score(precision=0.75, recall=0.75, fmeasure=0.75)}",0.9364719,0.9828236699104309,0.9600943302774883,0.43360602855682373,0.9364718198776245,0.3333333322222222
took trip bar runs good gluten eating friends family packed snacks every morning yum,great energy bar, yummy,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.011581246,0.8335742950439453,0.7510275561362505,0.39326369762420654,0.011581294238567352,0.0
absolutely delicious ranks right tuna excitement category year old cat wish organic,so says my spoiled cat, delicious,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.24053326,0.8250941038131714,0.7594220124185086,0.5629338026046753,0.24053312838077545,0.0
product one month use date bottles lot try use month still one best products used,very good product, great product,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.8801762,0.9316304922103882,0.9100797843599773,0.407461017370224,0.880176305770874,0.3333333322222222
product okay words edible reasonably priced however greasy care greasy foods first time ever purchased greasy jerky think grandchildren liked better ate however purchasing personal consumption future,disappointed, not the best,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.38822633,0.8618326783180237,0.8028252536058427,0.22203150391578674,0.38822633028030396,0.0
finally flavored cups body flavors week gloria jeans butter toffee medium body flavor always buy cups amazon quick service great prices thanks,finally, love this coffee,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.258212,0.8524354100227356,0.7852667006850244,0.45454201102256775,0.2582118809223175,0.0
delicious healthy snack gives different ordinary fruit go bad like fresh fruit would purchase,delicious, delicious,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,0.9999999403953552,0.9999999460558198,0.48831015825271606,1.0,0.9999999900000002
tried many varieties bbq chips hands best market salty greasy great crispy crunch plenty good bbq flavor hint sweetness brands fall short every bag mouth delicious st,best buy in bbq chips, best chips ever,"{'rouge1': Score(precision=0.6666666666666666, recall=0.4, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6666666666666666, recall=0.4, fmeasure=0.5)}",0.7266081,0.8471037745475769,0.8252559764145224,0.5279158353805542,0.7266082763671875,0.3999999992
coffee weak even bold flavor weak would buy coffee tastes like water,weak, weak coffee,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.4352277,0.8700878024101257,0.8285449647153442,0.83833909034729,0.43522775173187256,0.4999999975
amazing amazing plant received nice healthy bigger picture nicely packed mailed saturday received monday thank,amazing, perfect gift,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.5192745,0.8803508281707764,0.8286649626493454,0.36945009231567383,0.5192745327949524,0.0
found month expiration date tasted stale several bags left case bought good anymore bought organic pretzels held better,pretty good but to go stale, not as good as expected,"{'rouge1': Score(precision=0.2, recall=0.16666666666666666, fmeasure=0.1818181818181818), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.16666666666666666, fmeasure=0.1818181818181818)}",0.5035089,0.8790603280067444,0.8323999116300745,0.11258019506931305,0.5035088062286377,0.1999999996
stuff awesome nice see functional coffee drink natural tastes great much energy drink cup morning one lunch used cup desk time lost weight energy level way highly recommend,great coffee so much energy, great stuff,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.37303525,0.8268583416938782,0.7762849709867641,0.33783769607543945,0.373035192489624,0.1999999996
would say good sugar nice vanilla smell however doubts freshness product label sugar humid though label words fuzzy made think keeping sugar quite long time,nice smell good taste, good but not too sweet,"{'rouge1': Score(precision=0.2, recall=0.25, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.25, fmeasure=0.22222222222222224)}",0.50787854,0.8330556154251099,0.7913015434621974,0.3675212264060974,0.5078784227371216,0.1999999996
things amazing cannot eat less half sitting probably favorite snack right,be, my favorite snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.1646139,0.8455487489700317,0.7725168493390083,0.6882936954498291,0.16461393237113953,0.0
wish tasted good smells flavor actually tastes like tap water hint must refer smell surely dont taste anything,dont waste your money, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.37398046,0.8279199004173279,0.7713065427541733,0.24598370492458344,0.37398046255111694,0.0
wanted good quality fresh chamomile tea one fragrant proof freshness chamomile wonderfully calming soothing,fragrant tea, excellent,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.078080826,0.7998594641685486,0.7253391776233912,0.17610320448875427,0.07808085530996323,0.0
good earth super green tea makes world best iced tea hands great hot fantastic iced drop orange slice got delicious refreshing great beverage ever tasted even tea lover love stuff,makes fantastic iced tea, best tea ever,"{'rouge1': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575)}",0.7163577,0.8789293169975281,0.8461814248478526,0.6483585834503174,0.7163577079772949,0.16666666638888888
coffee great strong light great way begin finish day,great coffee, great coffee,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0000001,1.0,0.9999999956776748,0.8047500252723694,0.9999999403953552,0.999999995
love coffee good flavor large quantity lasts longer smaller boxes order frequently ship quickly would order,french roast coffee, love this coffee,"{'rouge1': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333)}",0.6341772,0.907859742641449,0.8689661854318038,0.5225069522857666,0.6341773867607117,0.249999999375
wife favorite tea ever dissapointed local stores stopped selling glad find amazon purchase earned lot boys,mandarin green tea, my favorite tea,"{'rouge1': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333)}",0.5897783,0.8497017025947571,0.8135160136035339,0.24022367596626282,0.5897783041000366,0.249999999375
item allows us convenience safe place emergency hides well pantry know whenever need,safe safe, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.1950699,0.8871991038322449,0.8121340829133987,0.2003406584262848,0.19506984949111938,0.0
tea made quality ingredients wonderful mint flavor strong makes great iced tea,quality flavor, great tea,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.4573264,0.9068303108215332,0.8481601285934449,0.7204265594482422,0.45732641220092773,0.0
tea good package late flimsy box inside plastic bag needless say box many tea bags poor packaging,good tea lousy package, not as pictured,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.14058131,0.8460431694984436,0.7712795515358448,0.1336725950241089,0.140581414103508,0.0
use treats stuff treat balls dogs absolutely go crazy cals feel like giving many extra calories also like small enough perfect kong treat toys smaller,dogs love them, my dogs love these,"{'rouge1': Score(precision=0.5, recall=0.6666666666666666, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rougeL': Score(precision=0.5, recall=0.6666666666666666, fmeasure=0.5714285714285715)}",0.80393386,0.9143710732460022,0.9092093192031037,0.38988107442855835,0.8039336204528809,0.999999995
best blended balsamic vinegars tried wife cannot live without sweet traditional makes much versatile try drops steak chops wonderful,high end balsamic vinegar, the best,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.19312036,0.8238723278045654,0.7550035265088081,0.2643355131149292,0.19312044978141785,0.0
