original_text,original_summary,predicted_summary,rouge_scores,wer_scores,cosine_similarity,myevaluation_scores,cs_PS_OT,cs_PS_OS,keyword_overlap
took chance expecting oz least ox oz size description conveniently size label,in please, poor packaging,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.074456125,0.113837585,0.15321913,0.07445603,0.0
order mom time tasted moist delicious coffee cake standard coffee cakes cannot say enough product sweet eater overly sweet wonderful,no the best, delicious,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.2585194,0.3637116,0.46890384,0.25851932,0.0
pricey essentially small bag hard crumbs maybe dog spoiled treats like third class treats definitely bottom doggie treat often simply walk away glad people like buying,waste of money, dog treats,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.07642859,0.31800002,0.5595715,0.07642856,0.0
good healthy well priced buy bulk found prefer white cheddar version better though,pretty good, good value,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",1.0,0.6587865,0.5269679,0.3951493,0.65878654,0.3333333322222222
like bold coffee bit disappointed bother stomach like like nice bold cup coffee cannot drink coffee bothers much pretty good substitute regular smooth little weak,weak but did not bother my stomach, not too strong,"{'rouge1': Score(precision=0.3333333333333333, recall=0.14285714285714285, fmeasure=0.2), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.14285714285714285, fmeasure=0.2)}",0.8571428571428571,0.50929487,0.41391617,0.31853732,0.509295,0.0
since ordered trying first offering periodically never honestly blame pretty gross,the pack threw most of them out, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,-0.05064241,0.10308239,0.25680703,-0.050642245,0.0
cold find local stores one favorite snacks calories per pack excellent price,chex calorie snack, great price,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.18928406,0.293732,0.39818,0.189284,0.0
best flavor dr smoothie makes flavors good natural one best great taste pineapple hint coconut,best dr smoothie, best crystal light flavor,"{'rouge1': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575)}",1.0,0.32512245,0.35453108,0.38393977,0.3251224,0.16666666638888888
like strong coffee coffee rated found weak sickening taste,disapointed, weak coffee,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",2.0,0.04886014,0.41264793,0.7764356,0.048860256,0.0
saw peanut butter chocolate cereal knew try pleased eat chocolate breakfast feel guilty two kids love cereal well great eat alone favorite milk product yogurt mix homemade granola well,the yummy, great for breakfast,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.5,0.45119902,0.47184438,0.4924896,0.4511991,0.0
fairly new haribo candy gummies fantastic twist gummi staple cola bottle crystallized lemony sugar outside sugar kind fine go every enough,these are soo good lemon lovers, haribo gummi bears,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.37659466,0.5108641,0.6451335,0.3765947,0.0
true also need decent scale tried caviar recipe everything worked perfectly first try fun easy make kit comes large enough samples looks like good uses,great to, works well,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.48995262,0.40898144,0.32801032,0.48995253,0.0
enjoy sparkling ice talking rain discovered first time florida limited supply live many stores carry lemonade difficult find crisp refreshing love carbonation fruit balance,love lemonade sparkling ice, love this stuff,"{'rouge1': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575)}",0.75,0.3752527,0.32390416,0.27255562,0.37525266,0.1999999996
tulsi green tea great good iced tea well,green tea, great tea,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.5,0.78301156,0.7806424,0.7782732,0.7830115,0.3333333322222222
like tomatoes fresh flavorful also come carton welcome alternative metal cans impart flavor sometimes lined plastic containing,yummy tomatoes good packaging, good quality,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.75,0.2604043,0.23745857,0.21451274,0.2604044,0.1999999996
say agree first reviewer really good experience product buying friend came quickly product unique something everyone use customer service outstanding,fantastic, great service,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",2.0,0.5132691,0.47290593,0.43254268,0.5132692,0.0
searched google found cups price reasonable exceptionally fast delivery pleased order,green mountain cup breakfast blend, great deal,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,-0.011081599,0.13120951,0.27350068,-0.011081668,0.0
chips really good crisp delicious favorite flavor salt pepper second garlic parm good calories small bag bad say,amazing chips, great chips,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.5,0.9666398,0.81918603,0.6717322,0.9666399,0.3333333322222222
older shih tzu weight starting hip problems bought treats hide daily pills perfect soft around pills easily also easy chop smaller pieces use training treats,love these treats, great for training,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.10152736,0.12465827,0.14778921,0.10152733,0.0
delicious added sugar perfect consistency eat plain add salads cottage cheese always without guilt easily best dried fruit ever,by far the best dried in, delicious,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.3757223,0.4072182,0.43871412,0.37572226,0.0
drink cups day verona italian french roast coffee wanted try lower acid version brand coffee smells tastes like vinegar totally unpalatable better drinking water acid coffee bothers,single worst coffee ever, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.19881815,0.18539235,0.1719665,0.19881819,0.0
changing review stars star product used creamy flavorful last two cases received gone drain coconut milk dull watery oily disgusting,by coconut, nasty,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.12784192,0.21557,0.303298,0.127842,0.0
best pasta ever ate plus nutritional never go back worth increase price buying bulk makes affordable,pasta, best pasta,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",1.0,0.9224515,0.7692678,0.61608404,0.92245156,0.4999999975
idea basically good one however large papillon could figure one matter hard tried food huge unless helped eventually would carry toy around give say tug jug trained,forever, not for me,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",3.0,0.18363954,0.12721094,0.07078235,0.18363953,0.0
first time work fondant tryed one realy works need follow instructions,it works, great for,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.3608979,0.25565842,0.15041895,0.3608979,0.0
glad gave try popped corn light fluffy dense chewy like brands great flavor air pop popcorn careful may find entire oz bowl stuff,terrific tasting movie theater popcorn, great popcorn,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.8,0.7852614,0.7334636,0.6816659,0.7852613,0.16666666638888888
product good goes long way quite good one dd good product less,very good, good stuff,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",1.0,0.6583216,0.5812374,0.50415313,0.6583216,0.4999999975
taste texture surprisingly close favorite brand super thin pretzel twists added benefit grams fat grams fiber grams protein wish came serving size packages instead though,super thin pretzel twist taste and texture, not that great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.11194581,0.10784219,0.103738524,0.11194587,0.0
seems like deal saying yeah wont regret tastes like crap second pack,meh, not what expected,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",3.0,0.1464348,0.17991112,0.21338747,0.14643477,0.0
love jack links beef steak top ordered box definately order highly recommend peppered beef steak perfect blend pepper spices smoked flavor make great anytime snack,of flavor, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.48559135,0.4508323,0.41607332,0.48559132,0.0
love medium full flavored roast smooth taste bitter acidic taste excellent coffee good value also try timothy kona good also,wonderful coffee, great coffee,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.5,0.974968,0.7867054,0.5984428,0.97496796,0.3333333322222222
large hard great large dog little dogs eat break bit big size works well enjoy,my dogs love these, great for dogs,"{'rouge1': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575)}",1.0,0.6576436,0.64755785,0.63747203,0.6576437,0.3333333322222222
easy grow lush grass cat loves much better cat grass tried past,wonderful, cat grass,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",2.0,0.12936279,0.48256007,0.8357574,0.12936275,0.0
taste good healthy rich delicious price show little bit expense compare website,good goat milk, good stuff,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.6666666666666666,0.41526657,0.38283205,0.35039753,0.4152666,0.249999999375
great product though jars little small original english version suspect changed suit american taste buds good highly recomend,mustard hot, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.25609863,0.34833834,0.44057807,0.2560986,0.0
happy discover ramen variety product tastes great favorite flavor far chicken flavor beef teriyaki flavor little sweet still tastes good little sriracha,good for lunch on the go, great flavor,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.45579517,0.52252614,0.5892572,0.45579514,0.0
tried six mcdougall soups think favorite find going back,favorite, my favorite,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",1.0,0.92905486,0.6498566,0.37065837,0.92905486,0.9999999900000002
fine product great price seems city understand dents matter bring dents keep quality product inside,dents do not, dents,"{'rouge1': Score(precision=1.0, recall=0.3333333333333333, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.3333333333333333, fmeasure=0.5)}",0.6666666666666666,0.8523677,0.78473115,0.71709466,0.8523676,0.9999999900000002
tea works well unlike diet teas pain starts work cleans everything night love stuff,love this stuff, love this tea,"{'rouge1': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666)}",0.3333333333333333,0.5677258,0.5947454,0.621765,0.5677257,0.3333333322222222
love chips auto order every months taste great whole bag calories bag every day sure helped weight loss little bags eat huge amount,great purchase, love these chips,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.5,0.33303192,0.45740917,0.5817865,0.33303183,0.0
tried many different coffees never experienced tasting excellent coffee like weaver organic blend whole bean coffee full bodied sweet bitter taste highly recommend coffee anyone loves great cup coffee,exceptional coffee, best coffee ever,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}",1.0,0.8645251,0.7591827,0.6538402,0.86452514,0.249999999375
expensive amazing treats dog goes crazy literally starts shaking gets whiff break apart easy smaller dog want make last longer,amazing treats, best dog treats ever,"{'rouge1': Score(precision=0.25, recall=0.5, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.5, fmeasure=0.3333333333333333)}",1.5,0.5898108,0.6022031,0.6145953,0.58981085,0.1999999996
loved brand best vanilla flavor others tried would buy better price,wolfgang puck coffee vanilla, great flavor,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.35355052,0.5149915,0.6764325,0.35355055,0.0
yummy eat right bag throw baked goods cereals etc mix kid pb sandwiches add even extra boost nutrition lunch found many hulls either order,love these, love this stuff,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}",1.0,0.69646895,0.41764805,0.13882726,0.69646883,0.4999999975
cats love weruva meow flavor sits bowl barely touch,they do not like this flavor, cats love it,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.196293,0.43257606,0.6688591,0.196293,0.0
described good product needs added iced tea least oz water like strong tea taste good way get antioxidants daily,organic green tea extract, good tea,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.75,0.66312575,0.6851453,0.7071649,0.66312575,0.1999999996
way better hot sauce ordered past thank carrying product,texas hot sauce, hot sauce,"{'rouge1': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8), 'rouge2': Score(precision=1.0, recall=0.5, fmeasure=0.6666666666666666), 'rougeL': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8)}",0.3333333333333333,0.8272736,0.77447724,0.7216809,0.82727367,0.6666666644444444
