original_text,original_summary,predicted_summary,rouge_scores,cosine_similarity,bert_score,myevaluation_scores,cs_PS_OT,cs_PS_OS,keyword_overlap
nothing beats warm bowl quaker maple brown sugar instant oatmeal breakfast whether mix milk water easy make provides nutrition need start day,delicious comfort food, great flavor,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.5230097,0.8986808061599731,0.8454234182834626,0.32580745220184326,0.5230098962783813,0.0
loved taste smell everything better used make years ago best delivery second party shipper ever received many thanks buy applesauce disappointed,great taste good for you, great for,"{'rouge1': Score(precision=1.0, recall=0.4, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.4, fmeasure=0.5714285714285715)}",0.5180853,0.827567994594574,0.7910771578217006,0.2812690734863281,0.5180851817131042,0.3333333322222222
love flavors chocolate absolute favorite anyone loves water love metromint doubt really helps chocolate cravings kick,the best, delicious,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.31294405,0.8916324377059937,0.8243752735853195,0.38762569427490234,0.3129439949989319,0.0
dark chocolate candy covers center blueberry acai peanut butter prominent tasty wish chocolate covering dense gets hands hot weather,dark chocolate balls, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.12939921,0.843769371509552,0.7684503853321075,0.08481638133525848,0.12939929962158203,0.0
like stews need work frying cut suggestions always wind throwing fresh potatoes use fast enough tips,when you need them, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.31273305,0.8540753126144409,0.7905590909719468,0.1506589949131012,0.312732994556427,0.0
looking popcorn taste like movie theater popcorn buy product nothing bad product,taste just like movie theater, great popcorn,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.40810108,0.8568623661994934,0.7997432032227516,0.8150973320007324,0.40810105204582214,0.0
taking flaxseed stuff best rich fiber omega fats good thing put top hot meals give best dietary fiber buy robust nutty flavor taste great especially put cereal try like,nothing beats it for fiber, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.25364742,0.8185523152351379,0.7544524028897285,0.19498641788959503,0.25364741683006287,0.0
love delicious mangoes subscription option ship correct times received two shipments week one shipments supposed april notified shipped charged card,subscription does not work well, not bad,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.14354737,0.8722677826881409,0.7950893297791481,-0.036433786153793335,0.14354750514030457,0.0
like keep stock coconut milk pantry make curries one worked well us happy back prime shipping,coconut milk regular, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.26678854,0.8663395047187805,0.7983807563781739,0.42550045251846313,0.2667886018753052,0.0
pasta great potato added usual gf mix tastes like real pasta,great gf pasta, great pasta,"{'rouge1': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8)}",0.86797285,0.931283712387085,0.9189134531546546,0.7602769136428833,0.8679730296134949,0.6666666644444444
tried opposed thought equal boldness flavor good boldness looking,rainforest blend, best hot chocolate,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.16125336,0.8400895595550537,0.767368341088295,0.2687976360321045,0.16125339269638062,0.0
really enjoy low calorie chips good flavor good crunch crisp wondering ordering case chips one could order favorites whole flavors say flavors desired great product stop manufacturing,yummy, great chips,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.2878297,0.8352972269058228,0.7719155851006508,0.6693253517150879,0.287829726934433,0.0
got fast grew quickly cats love excellent choice anyone make cats happy purchasing product plus cats completely stopped chewing plants house,great product, great product,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,1.0,1.0000000165393006,0.3397952914237976,1.000000238418579,0.999999995
freshest aromatic saffron every even ups caught sniffing box tin cannot contain wonderful scent tastes good smells,highly recommended for saffron lovers, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.4155677,0.8479438424110413,0.7922391927242279,0.19588184356689453,0.41556763648986816,0.0
love fruit nut food bars larabar healthy snack unlike many fruit flavored bars actually taste dead fruit never tried cherry pie good,cherry, great gluten free bread,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.0983051,0.8403638005256653,0.7632087758183479,0.4250657558441162,0.09830507636070251,0.0
gift box perfect girl list teens seniors petite delicate goody box make hit selection bought want gifts nice selection ready wrap gift bag,perfect gift, great gift,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.85703146,0.9880703687667847,0.9592555260324931,0.49469247460365295,0.8570313453674316,0.3333333322222222
love tea refreshing especially hot summer naturally tasting clean,terrific, great tea,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.29283512,0.872388482093811,0.8056480920314789,0.75957852602005,0.2928351163864136,0.0
great amount money like taste sugar free though ordering regular kind,great value did not love the taste, great,"{'rouge1': Score(precision=1.0, recall=0.14285714285714285, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.14285714285714285, fmeasure=0.25)}",0.2931159,0.842126727104187,0.7859321683457748,0.2431563436985016,0.29311591386795044,0.249999999375
needed something fill breakfast lunch job tastes great,great breakfast bar, great,"{'rouge1': Score(precision=1.0, recall=0.3333333333333333, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.3333333333333333, fmeasure=0.5)}",0.22747695,0.8603569865226746,0.8002446704769587,0.1260361671447754,0.22747689485549927,0.3333333322222222
coffee lot like green mountain nantucket blend like like generally gm product costs less sale,pretty good, good coffee,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.3077028,0.8961324095726013,0.8380583610797382,0.4076777994632721,0.3077027499675751,0.3333333322222222
bought hoping make staple family diet received noticed eden foods label says beans processed equipment wheat feel safe using beans family since gluten intolerance sensitivity,not gluten wheat free, not as good as other soups,"{'rouge1': Score(precision=0.16666666666666666, recall=0.25, fmeasure=0.2), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.25, fmeasure=0.2)}",0.30426967,0.8263640403747559,0.7650265070796014,0.23797200620174408,0.30426958203315735,0.0
time received product packages melted thrown away everything bag melted together,melted, not as pictured,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.1568305,0.8553736209869385,0.7808143921196461,-0.014098319225013256,0.15683047473430634,0.0
searching everywhere locally putting elated find amazon pudding mother made chocolate pies tradition continues thank much amazon,pudding, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.31216508,0.8923559784889221,0.8249719321727752,0.2827919125556946,0.3121650218963623,0.0
like format coffee always tastes fresh great recently ordered another count would recommend coffee anyone,always smells like fresh coffee, good coffee,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.7263662,0.8866786956787109,0.8538564741528147,0.7478481531143188,0.726366400718689,0.16666666638888888
nice aroma tasty crema smooth coffee coffee shakes follow even shots espresso mornings,great coffee, great coffee,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0000001,1.0,0.9999999956776748,0.7086691856384277,0.9999999403953552,0.999999995
maybe location care honey actually smells quite bitter acidic taste better sweet aftertaste burns back throat totally different domestic honey buy better choices sure,will stick to, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.33330512,0.8723533749580383,0.8084493979811669,0.20324306190013885,0.33330515027046204,0.0
great substitute pasta calories eat want since flavor season asian italian seasoning toss cooked seasoned chicken pork ground beef,shirataki noodles, great gluten free pasta,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.5643873,0.8127215504646301,0.7709565162658691,0.6421896815299988,0.5643874406814575,0.0
drink times per day morning regular coffee taste like decaf artificial taste decaf also smells great,best decaf, not worth it,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.25248653,0.8476088643074036,0.7805220285058022,0.0733356699347496,0.2524864375591278,0.0
high fiber high protein use supplement daily protein intake vegetarian highly recommended really good mixing go lean crunch,eat it every day, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.40370268,0.8370808362960815,0.7816319400072098,0.40747714042663574,0.40370267629623413,0.0
ordered pasta friend gluten intolerant gluten free ate really liked looking something gluten free keep looking,great pasta not gluten free, great gluten free bread,"{'rouge1': Score(precision=0.75, recall=0.6, fmeasure=0.6666666666666665), 'rouge2': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rougeL': Score(precision=0.75, recall=0.6, fmeasure=0.6666666666666665)}",0.62928593,0.9241187572479248,0.8937569133875383,0.6309192776679993,0.6292861700057983,0.5999999988
got price primarily taste great picks bit really much drink two feel jittery wish extra strength came packs price would awesome great product caffeine junkie like,great value not very strong, great product,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.52317864,0.8571947813034058,0.815597803573932,0.4392929673194885,0.5231785774230957,0.249999999375
foods using hydrogenated oils come add however trans fat cookies might taste cannot worth,oil fat very bad, not bad,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.16374907,0.8873642086982727,0.8200902288818812,0.1311844289302826,0.16374915838241577,0.3333333322222222
one dog fav glad get amazon,my puppy loves these, dog loves it,"{'rouge1': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575)}",0.725038,0.92703777551651,0.8950866531992412,0.4769864082336426,0.7250379323959351,0.3333333322222222
took trip bar runs good gluten eating friends family packed snacks every morning yum,great energy bar, great snack,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.23253259,0.8948274850845337,0.829122016858186,0.5017440915107727,0.2325325757265091,0.249999999375
absolutely delicious ranks right tuna excitement category year old cat wish organic,so says my spoiled cat, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.116840705,0.831087589263916,0.7561576807498932,0.3905368149280548,0.11684072017669678,0.0
product one month use date bottles lot try use month still one best products used,very good product, great product,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.8801762,0.9316304922103882,0.9100797843599773,0.407461017370224,0.880176305770874,0.3333333322222222
product okay words edible reasonably priced however greasy care greasy foods first time ever purchased greasy jerky think grandchildren liked better ate however purchasing personal consumption future,disappointed, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.35153905,0.8977462649345398,0.8325793820619584,0.27920734882354736,0.3515391945838928,0.0
finally flavored cups body flavors week gloria jeans butter toffee medium body flavor always buy cups amazon quick service great prices thanks,finally, great coffee,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.17663345,0.8746885657310486,0.7995840546488762,0.522745668888092,0.17663350701332092,0.0
delicious healthy snack gives different ordinary fruit go bad like fresh fruit would purchase,delicious, yummy,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.704764,0.8397856950759888,0.8051406103372574,0.4196576476097107,0.7047640681266785,0.0
tried many varieties bbq chips hands best market salty greasy great crispy crunch plenty good bbq flavor hint sweetness brands fall short every bag mouth delicious st,best buy in bbq chips, best gluten free bread mix,"{'rouge1': Score(precision=0.2, recall=0.2, fmeasure=0.20000000000000004), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.2, fmeasure=0.20000000000000004)}",0.3490545,0.8356360197067261,0.7802562400651787,0.37891411781311035,0.34905460476875305,0.12499999984374999
coffee weak even bold flavor weak would buy coffee tastes like water,weak, weak,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,0.9999999403953552,0.9999999460558198,0.38564276695251465,1.0,0.9999999900000002
amazing amazing plant received nice healthy bigger picture nicely packed mailed saturday received monday thank,amazing, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.5880339,0.8942784070968628,0.8460129404067993,0.2599557638168335,0.58803391456604,0.0
found month expiration date tasted stale several bags left case bought good anymore bought organic pretzels held better,pretty good but to go stale, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.54687524,0.8657439947128296,0.8174508619308472,0.06201309710741043,0.5468752384185791,0.0
stuff awesome nice see functional coffee drink natural tastes great much energy drink cup morning one lunch used cup desk time lost weight energy level way highly recommend,great coffee so much energy, great coffee,"{'rouge1': Score(precision=1.0, recall=0.4, fmeasure=0.5714285714285715), 'rouge2': Score(precision=1.0, recall=0.25, fmeasure=0.4), 'rougeL': Score(precision=1.0, recall=0.4, fmeasure=0.5714285714285715)}",0.8965535,0.8912985324859619,0.8799274044853959,0.6535458564758301,0.8965532183647156,0.49999999875
would say good sugar nice vanilla smell however doubts freshness product label sugar humid though label words fuzzy made think keeping sugar quite long time,nice smell good taste, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.36388013,0.8548092842102051,0.7947999668121338,0.26977935433387756,0.3638801574707031,0.0
things amazing cannot eat less half sitting probably favorite snack right,be, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.14974198,0.868638277053833,0.7922563877701759,0.6949048042297363,0.1497419774532318,0.0
wish tasted good smells flavor actually tastes like tap water hint must refer smell surely dont taste anything,dont waste your money, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.37398046,0.8279199004173279,0.7713065427541733,0.24598370492458344,0.37398046255111694,0.0
wanted good quality fresh chamomile tea one fragrant proof freshness chamomile wonderfully calming soothing,fragrant tea, tea,"{'rouge1': Score(precision=1.0, recall=0.5, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.5, fmeasure=0.6666666666666666)}",0.8504691,0.8005273938179016,0.7950075005734986,0.6088786125183105,0.8504692316055298,0.4999999975
good earth super green tea makes world best iced tea hands great hot fantastic iced drop orange slice got delicious refreshing great beverage ever tasted even tea lover love stuff,makes fantastic iced tea, great tea,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.7971704,0.8976576924324036,0.8696938553928538,0.7032504081726074,0.7971704602241516,0.1999999996
coffee great strong light great way begin finish day,great coffee, good coffee,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.95039386,0.9990095496177673,0.9756361686850047,0.7666563987731934,0.9503939151763916,0.3333333322222222
love coffee good flavor large quantity lasts longer smaller boxes order frequently ship quickly would order,french roast coffee, great coffee,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.73625815,0.9416995048522949,0.9065676456502335,0.5765042901039124,0.7362584471702576,0.249999999375
wife favorite tea ever dissapointed local stores stopped selling glad find amazon purchase earned lot boys,mandarin green tea, great tea,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.694909,0.870728611946106,0.8397993707469361,0.25882992148399353,0.694908857345581,0.249999999375
item allows us convenience safe place emergency hides well pantry know whenever need,safe safe, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.1950699,0.8871991038322449,0.8121340849995613,0.20034071803092957,0.19506987929344177,0.0
tea made quality ingredients wonderful mint flavor strong makes great iced tea,quality flavor, great tea,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.4573264,0.9068303108215332,0.8481601285934449,0.7204265594482422,0.45732641220092773,0.0
tea good package late flimsy box inside plastic bag needless say box many tea bags poor packaging,good tea lousy package, not worth it,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.21198043,0.8438277840614319,0.774283644258976,0.20133209228515625,0.21198055148124695,0.0
use treats stuff treat balls dogs absolutely go crazy cals feel like giving many extra calories also like small enough perfect kong treat toys smaller,dogs love them, great training treats,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.15761273,0.8579051494598389,0.7831475222110749,0.3771969974040985,0.15761268138885498,0.0
best blended balsamic vinegars tried wife cannot live without sweet traditional makes much versatile try drops steak chops wonderful,high end balsamic vinegar, best hot chocolate,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.16885352,0.8428415060043335,0.770377100855112,0.28735604882240295,0.1688535064458847,0.0
put bran create raisin bran fiber store bought raisin bran result delicious,great with all bran, great product,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.46623075,0.8477315306663513,0.8055945384169078,0.364566445350647,0.4662308692932129,0.3333333322222222
